,0
2570,33035
2571,35006
2572,473
2573,334
2574,13263
2575,144
2576,35790
2577,33102
2578,33733
2579,2589
2580,2112
2581,10638
2582,5844
2583,540
2584,32190
2585,2683
2586,32547
2587,131
2588,10504
2589,365
2590,941
2591,31297
2592,34834
2593,5081
2594,584
2595,5680
2596,30464
2597,28907
2598,23037
2599,33519
2600,4872
2601,332
2602,3574
2603,8465
2604,33354
2605,31201
2606,80
2607,12437
2608,16444
2609,20021
2610,7474
2611,7711
2612,6594
2613,22265
2614,1565
2615,1576
2616,1852
2617,9330
2618,34615
2619,5525
2620,29027
2621,21647
2622,15769
2623,33994
2624,1709
2625,33206
2626,1239
2627,28207
2628,13053
2629,15313
2630,884
2631,26395
2632,34223
2633,5845
2634,5958
2635,34161
2636,9074
2637,1078
2638,10092
2639,21
2640,34830
2641,7279
2642,6116
2643,626
2644,32729
2645,31561
2646,6120
2647,12413
2648,2352
2649,747
2650,29513
2651,2035
2652,17265
2653,1884
2654,32365
2655,8074
2656,10260
2657,19815
2658,345
2659,303
2660,32015
2661,30014
2662,25877
2663,20221
2664,34104
2665,2390
2666,102
2667,34825
2668,7110
2669,6463
2670,12699
2671,6713
2672,33010
2673,35459
2674,9931
2675,34430
2676,192
2677,2294
2678,32016
2679,9362
2680,13117
2681,12029
2682,2216
2683,401
2684,1956
2685,10189
2686,604
2687,6893
2688,1800
2689,2772
2690,238
2691,6152
2692,31245
2693,1572
2694,30127
2695,14713
2696,10643
2697,9065
2698,1358
2699,6877
2700,9159
2701,30902
2702,10581
2703,2899
2704,22359
2705,28105
2706,822
2707,31181
2708,306
2709,155
2710,6203
2711,35757
2712,2087
2713,20847
2714,3178
2715,10800
2716,9063
2717,4719
2718,23327
2719,10321
2720,9970
2721,22123
2722,17843
2723,1888
2724,872
2725,4472
2726,19285
2727,34822
2728,1501
2729,20689
2730,103
2731,9332
2732,16918
2733,32673
2734,159
2735,34106
2736,30455
2737,29413
2738,535
2739,26123
2740,31953
2741,2994
2742,35110
2743,20939
2744,326
2745,19383
2746,1516
2747,5300
2748,16592
2749,59
2750,1035
2751,22785
2752,5112
2753,32323
2754,33486
2755,2162
2756,21241
2757,167
2758,29855
2759,7254
2760,34300
2761,31593
2762,10109
2763,1609
2764,12467
2765,18413
2766,92
2767,7674
2768,288
2769,32983
2770,732
2771,618
2772,16656
2773,2284
2774,24347
2775,30749
2776,1253
2777,29129
2778,7817
2779,16680
2780,6198
2781,2883
2782,34337
2783,2371
2784,10842
2785,3375
2786,13159
2787,893
2788,5973
2789,3958
2790,4903
2791,1838
2792,26443
2793,63
2794,9888
2795,24415
2796,33771
2797,233
2798,13677
2799,1603
2800,27411
2801,24967
2802,34855
2803,5462
2804,1726
2805,15059
2806,5458
2807,2952
2808,3044
2809,3048
2810,915
2811,34914
2812,24913
2813,12231
2814,11255
2815,8302
2816,3665
2817,31530
2818,32881
2819,20509
2820,34389
2821,28211
2822,33033
2823,3366
2824,250
2825,2403
2826,34125
2827,25259
2828,4282
2829,16417
2830,267
2831,9181
2832,10588
2833,13281
2834,166
2835,13937
2836,509
2837,2462
2838,23209
2839,30415
2840,2835
2841,2929
2842,1238
2843,24833
2844,35255
2845,7590
2846,1913
2847,33820
2848,24699
2849,2471
2850,517
2851,24655
2852,2823
2853,2962
2854,24175
2855,25431
2856,11266
2857,3674
2858,31121
2859,27891
2860,128
2861,514
2862,127
2863,5835
2864,1271
2865,10418
2866,2273
2867,1194
2868,15895
2869,12367
2870,11665
2871,2966
2872,31652
2873,10716
2874,10687
2875,21845
2876,30187
2877,353
2878,4021
2879,33286
2880,18045
2881,11005
2882,13663
2883,32410
2884,4910
2885,648
2886,3299
2887,1602
2888,24703
2889,3121
2890,23665
2891,2178
2892,32899
2893,35015
2894,1222
2895,26085
2896,15729
2897,1215
2898,35480
2899,3493
2900,10083
2901,2145
2902,2560
2903,28497
2904,33018
2905,1773
2906,28669
2907,7058
2908,913
2909,23361
2910,10015
2911,5045
2912,1524
2913,8410
2914,1357
2915,35788
2916,4004
2917,17909
2918,18897
2919,1255
2920,16099
2921,33191
2922,31629
2923,31630
2924,3572
2925,8792
2926,23249
2927,34403
2928,2761
2929,838
2930,264
2931,3329
2932,22839
2933,1922
2934,32301
2935,33988
2936,33181
2937,33089
2938,21177
2939,30383
2940,3667
2941,3679
2942,3086
2943,5784
2944,2018
2945,4744
2946,34818
2947,2986
2948,15379
2949,4810
2950,21013
2951,2391
2952,21541
2953,1928
2954,230
2955,22147
2956,1264
2957,4075
2958,3837
2959,1065
2960,2923
2961,30460
2962,30458
2963,30056
2964,7334
2965,1587
2966,35946
2967,15963
2968,8536
2969,30757
2970,210
2971,3980
2972,3963
2973,32491
2974,23943
2975,6702
2976,4792
2977,28927
2978,1340
2979,3002
2980,5356
2981,8063
2982,35286
2983,6645
2984,8768
2985,5163
2986,3956
2987,8666
2988,8577
2989,10924
2990,11887
2991,20517
2992,11745
2993,1011
2994,10469
2995,6922
2996,7079
2997,15613
2998,22537
2999,17539
3000,23325
3001,642
3002,30132
3003,257
3004,9107
3005,195
3006,3887
3007,33681
3008,15609
3009,3537
3010,243
3011,21835
3012,31096
3013,1079
3014,1514
3015,653
3016,975
3017,7627
3018,19613
3019,31370
3020,9347
3021,24751
3022,24231
3023,10793
3024,31080
3025,30806
3026,33184
3027,1275
3028,396
3029,27899
3030,1184
3031,1806
3032,30347
3033,14073
3034,13767
3035,34812
3036,1248
3037,394
3038,20767
3039,5365
3040,22101
3041,34577
3042,30813
3043,9745
3044,1695
3045,439
3046,13115
3047,882
3048,14199
3049,235
3050,283
3051,197
3052,31139
3053,33
3054,3226
3055,28013
3056,2617
3057,258
3058,1506
3059,21781
3060,6465
3061,22057
3062,23281
3063,2016
3064,3750
3065,25687
3066,12565
3067,1058
3068,6045
3069,5118
3070,33520
3071,35448
3072,3479
3073,7472
3074,32608
3075,883
3076,33902
3077,34280
3078,596
3079,4195
3080,34532
3081,34393
3082,10263
3083,15417
3084,1361
3085,8841
3086,4087
3087,1598
3088,3234
3089,7265
3090,30547
3091,24151
3092,2002
3093,29876
3094,1384
3095,2104
3096,2716
3097,1690
3098,34009
3099,22687
3100,7580
3101,3032
3102,2890
3103,1563
3104,5114
3105,15651
3106,34591
3107,101
3108,1473
3109,30741
3110,33360
3111,8426
3112,476
3113,20047
3114,556
3115,11755
3116,21075
3117,29035
3118,10172
3119,12505
3120,2848
3121,23309
3122,25303
3123,1108
3124,24727
3125,6918
3126,15775
3127,2109
3128,33985
3129,33421
3130,6624
3131,13655
3132,2098
3133,21639
3134,7809
3135,427
3136,1943
3137,33573
3138,20899
3139,154
3140,419
3141,2043
3142,145
3143,501
3144,1006
3145,1235
3146,19953
3147,31930
3148,25313
3149,10937
3150,23229
3151,8246
3152,5940
3153,19211
3154,20787
3155,4662
3156,27525
3157,1705
3158,1699
3159,15315
3160,6166
3161,31234
3162,1566
3163,21561
3164,424
3165,28285
3166,3783
3167,867
3168,12875
3169,1092
3170,30868
3171,3488
3172,968
3173,27663
3174,5955
3175,1313
3176,19291
3177,1362
3178,1674
3179,15325
3180,789
3181,2155
3182,15045
3183,12581
3184,13183
3185,4010
3186,34548
3187,2108
3188,18099
3189,4763
3190,32668
3191,21603
3192,21877
3193,863
3194,30363
3195,31931
3196,1640
3197,11209
3198,31741
3199,3287
3200,30307
3201,2752
3202,14967
3203,27441
3204,10162
3205,3322
3206,1684
3207,8917
3208,241
3209,9790
3210,68
3211,24133
3212,25859
3213,3848
3214,2218
3215,29
3216,1635
3217,1557
3218,3420
3219,6008
3220,1005
3221,22655
3222,61
3223,35608
3224,21635
3225,6558
3226,34734
3227,3916
3228,22745
3229,6572
3230,23847
3231,57
3232,34086
3233,64
3234,2105
3235,33350
3236,9849
3237,9599
3238,23383
3239,9441
3240,20651
3241,10003
3242,32951
3243,1470
3244,28297
3245,10456
3246,987
3247,24075
3248,8915
3249,33113
3250,11741
3251,71
3252,6291
3253,9581
3254,3485
3255,898
3256,1028
3257,28387
3258,1191
3259,31326
3260,10711
3261,6112
3262,18397
3263,833
3264,487
3265,2684
3266,13833
3267,3508
3268,33491
3269,31056
3270,23283
3271,23321
3272,513
3273,9690
3274,9232
3275,1639
3276,4151
3277,31918
3278,33341
3279,5060
3280,2497
3281,28981
3282,33392
3283,5772
3284,1192
3285,18177
3286,31552
3287,31091
3288,22877
3289,1023
3290,1569
3291,31578
3292,10689
3293,1211
3294,5116
3295,492
3296,18441
3297,20035
3298,17121
3299,1844
3300,2619
3301,1101
3302,1890
3303,12001
3304,8726
3305,14753
3306,6038
3307,1256
3308,28215
3309,5298
3310,12893
3311,13391
3312,1856
3313,1055
3314,236
3315,6007
3316,18229
3317,104
3318,35069
3319,23447
3320,28
3321,2432
3322,33164
3323,16395
3324,6892
3325,9047
3326,3652
3327,2269
3328,1588
3329,33197
3330,15731
3331,1648
3332,29163
3333,32887
3334,591
3335,2905
3336,22043
3337,20673
3338,20543
3339,142
3340,950
3341,1815
3342,32309
3343,9890
3344,30651
3345,28725
3346,21881
3347,971
3348,34481
3349,6377
3350,859
3351,1090
3352,34197
3353,5962
3354,11123
3355,19283
3356,11757
3357,4550
3358,3060
3359,400
3360,10611
3361,11061
3362,34474
3363,35466
3364,28121
3365,5307
3366,31147
3367,2525
3368,33712
3369,2515
3370,7363
3371,3067
3372,17549
3373,27655
3374,10378
3375,25867
3376,1269
3377,20655
3378,3702
3379,34902
3380,3269
3381,2220
3382,6114
3383,33032
3384,35198
3385,33047
3386,846
3387,32005
3388,35075
3389,14479
3390,32438
3391,6811
3392,1053
3393,1088
3394,3324
3395,1237
3396,21085
3397,533
3398,13349
3399,33203
3400,200
3401,10408
3402,25943
3403,33668
3404,1636
3405,3992
3406,33208
3407,853
3408,497
3409,1489
3410,6368
3411,11743
3412,2514
3413,3995
3414,14513
3415,10380
3416,16512
3417,35330
3418,5539
3419,32555
3420,31374
3421,2904
3422,4814
3423,19697
3424,3091
3425,4280
3426,4874
3427,16982
3428,34670
3429,1554
3430,34051
3431,9874
3432,2164
3433,17875
3434,6219
3435,28423
3436,32607
3437,13221
3438,28713
3439,1046
3440,5041
3441,1520
3442,622
3443,187
3444,8668
3445,6637
3446,8331
3447,746
3448,317
3449,3581
3450,2963
3451,7054
3452,32182
3453,4106
3454,33069
3455,21557
3456,2166
3457,18039
3458,4672
3459,30705
3460,992
3461,4177
3462,6547
3463,1448
3464,2298
3465,8456
3466,1103
3467,14173
3468,1564
3469,5262
3470,33926
3471,462
3472,7902
3473,1579
3474,204
3475,4264
3476,7229
3477,17259
3478,2136
3479,12191
3480,4078
3481,383
3482,8937
3483,1332
3484,5760
3485,2102
3486,34537
3487,1163
3488,5529
3489,3229
3490,12661
3491,18119
3492,22961
3493,12291
3494,28223
3495,3571
3496,1840
3497,132
3498,17919
3499,32071
3500,597
3501,263
3502,5460
3503,2196
3504,10592
3505,3625
3506,10620
3507,9471
3508,281
3509,2198
3510,1734
3511,6883
3512,12689
3513,164
3514,3974
3515,22125
3516,7017
3517,33103
3518,33572
3519,8247
3520,23259
3521,25517
3522,4823
3523,32483
3524,4052
3525,5341
3526,2385
3527,13331
3528,6164
3529,27909
3530,30279
3531,21681
3532,2325
3533,13403
3534,31890
3535,2107
3536,3782
3537,35484
3538,850
3539,1459
3540,21339
3541,1187
3542,32870
3543,1550
3544,33028
3545,262
3546,1562
3547,3785
3548,1311
3549,9117
3550,169
3551,29317
3552,1889
3553,14353
3554,449
3555,34753
3556,957
3557,736
3558,21511
3559,150
3560,26
3561,20977
3562,2201
3563,1601
3564,1230
3565,22071
3566,19195
3567,2928
3568,1688
3569,1474
3570,687
3571,35716
3572,2261
3573,11763
3574,32271
3575,30709
3576,32093
3577,26213
3578,1240
3579,2907
3580,11771
3581,16782
3582,51
3583,16091
3584,3503
3585,381
3586,12487
3587,7598
3588,781
3589,3001
3590,2602
3591,6712
3592,31989
3593,9510
3594,4981
3595,4155
3596,33589
3597,1600
3598,3964
3599,10703
3600,291
3601,34962
3602,2394
3603,1086
3604,34454
3605,568
3606,29589
3607,16381
3608,31389
3609,2351
3610,18295
3611,23317
3612,2006
3613,28539
3614,31338
3615,32906
3616,122
3617,779
3618,18097
3619,2236
3620,32268
3621,1519
3622,4015
3623,6399
3624,379
3625,448
3626,767
3627,31378
3628,2400
3629,4039
3630,44
3631,10999
3632,25161
3633,18767
3634,23399
3635,10713
3636,8532
3637,609
3638,32281
3639,651
3640,6964
3641,341
3642,330
3643,9782
3644,1015
3645,15699
3646,1570
3647,12967
3648,2033
3649,22435
3650,32979
3651,2615
3652,16273
3653,12375
3654,32962
3655,8208
3656,5178
3657,8460
3658,28299
3659,6401
3660,15291
3661,24873
3662,1596
3663,1290
3664,12079
3665,4026
3666,3614
3667,3359
3668,11697
3669,35362
3670,6927
3671,139
3672,20889
3673,24
3674,6793
3675,30925
3676,137
3677,511
3678,3085
3679,196
3680,342
3681,1651
3682,30573
3683,10278
3684,14355
3685,4473
3686,33456
3687,2910
3688,3011
3689,33021
3690,25429
3691,15489
3692,3706
3693,31
3694,12823
3695,23673
3696,19109
3697,17080
3698,3655
3699,10165
3700,33775
3701,33323
3702,5909
3703,4581
3704,7791
3705,3861
3706,656
3707,10739
3708,933
3709,567
3710,551
3711,15391
3712,21495
3713,788
3714,30885
3715,29893
3716,9241
3717,2969
3718,23787
3719,10659
3720,469
3721,1437
3722,20031
3723,1681
3724,4793
3725,24011
3726,28675
3727,9253
3728,4382
3729,4059
3730,35062
3731,22733
3732,1904
3733,33948
3734,12115
3735,857
3736,2182
3737,34513
3738,168
3739,30321
3740,1161
3741,30947
3742,35814
3743,10681
3744,14397
3745,34547
3746,17637
3747,28805
3748,2970
3749,15809
3750,1953
3751,14127
3752,995
3753,8557
3754,2034
3755,34542
3756,19
3757,28621
3758,294
3759,34725
3760,199
3761,1781
3762,32415
3763,7768
3764,34213
3765,4726
3766,524
3767,28391
3768,31716
3769,33352
3770,35073
3771,12031
3772,2800
3773,19023
3774,35240
3775,927
3776,10429
3777,34204
3778,11079
3779,27387
3780,17409
3781,5164
3782,1965
3783,25157
3784,761
3785,32601
3786,14317
3787,2523
3788,9213
3789,33218
3790,30242
3791,2417
3792,25729
3793,1915
3794,6675
3795,15407
3796,1351
3797,10804
3798,2454
3799,17505
3800,2210
3801,1226
3802,21235
3803,1020
3804,2020
3805,1475
3806,33036
3807,10796
3808,3109
3809,12455
3810,590
3811,573
3812,32682
3813,10794
3814,32697
3815,19653
3816,29976
3817,3456
3818,308
3819,2174
3820,30641
3821,7
3822,13261
3823,33142
3824,84
3825,1882
3826,1910
3827,4066
3828,16011
3829,1834
3830,13859
3831,13727
3832,8609
3833,2808
3834,1571
3835,11467
3836,16870
3837,26055
3838,23301
3839,28791
3840,2030
3841,694
3842,12611
3843,1942
3844,3087
3845,4186
3846,15323
3847,1445
3848,32935
3849,463
3850,30503
3851,25835
3852,512
3853,33569
3854,4970
3855,2988
3856,22835
3857,30091
3858,6862
3859,12503
3860,34295
3861,964
3862,16239
3863,13093
3864,1912
3865,2993
3866,30206
3867,14853
3868,546
3869,20745
3870,20815
3871,45
3872,17115
3873,876
3874,28957
3875,25907
3876,8130
3877,23931
3878,24855
3879,35191
3880,474
3881,428
3882,32188
3883,271
3884,6610
3885,18053
3886,2274
3887,1426
3888,26351
3889,223
3890,33049
3891,30384
3892,30585
3893,27413
3894,795
3895,35111
3896,295
3897,270
3898,1738
3899,1538
3900,23079
3901,77
3902,20843
3903,35118
3904,11737
3905,719
3906,5983
3907,14875
3908,2722
3909,76
3910,771
3911,1906
3912,28735
3913,3466
3914,4835
3915,31763
3916,1778
3917,22547
3918,6591
3919,4654
3920,18393
3921,15039
3922,27829
3923,35180
3924,6864
3925,245
3926,240
3927,2449
3928,11751
3929,30746
3930,5702
3931,4715
3932,20431
3933,2212
3934,1410
3935,418
3936,1985
3937,6882
3938,12069
3939,1407
3940,7769
3941,845
3942,32995
3943,60
3944,21743
3945,2547
3946,31598
3947,2520
3948,17731
3949,12365
3950,4477
3951,31498
3952,31109
3953,1808
3954,24921
3955,6945
3956,3802
3957,8110
3958,10379
3959,72
3960,505
3961,73
3962,8800
3963,13993
3964,5231
3965,1678
3966,6151
3967,1091
3968,30364
3969,18497
3970,797
3971,100
3972,2743
3973,1217
3974,32566
3975,10714
3976,297
3977,3613
3978,16928
3979,30711
3980,129
3981,953
3982,1007
3983,724
3984,17405
3985,30365
3986,800
3987,30346
3988,33362
3989,8023
3990,2593
3991,10582
3992,30745
3993,15451
3994,10110
3995,272
3996,15133
3997,2620
3998,34262
3999,35639
4000,6372
4001,426
4002,31637
4003,6163
4004,1911
4005,2167
4006,25781
4007,10308
4008,6768
4009,9252
4010,5028
4011,17187
4012,26165
4013,572
4014,13855
4015,586
4016,35972
4017,713
4018,12431
4019,1107
4020,16201
4021,17345
4022,8057
4023,634
4024,18041
4025,766
4026,27619
4027,35145
4028,15227
4029,6896
4030,1348
4031,6895
4032,532
4033,21653
4034,14283
4035,392
4036,20057
4037,621
4038,10536
4039,20371
4040,3457
4041,1026
4042,26057
4043,416
4044,21195
4045,28977
4046,12447
4047,21033
4048,2369
4049,1631
4050,31156
4051,3295
4052,33263
4053,34451
4054,2623
4055,31499
4056,1281
4057,10470
4058,17655
4059,16662
4060,6774
4061,21649
4062,1272
4063,33801
4064,28309
4065,8888
4066,13055
4067,28069
4068,5774
4069,6749
4070,9513
4071,2238
4072,1210
4073,2581
4074,12281
4075,3071
4076,2787
4077,5764
4078,5042
4079,34013
4080,2817
4081,32829
4082,4884
4083,2828
4084,12449
4085,8277
4086,9120
4087,1568
4088,16169
4089,9591
4090,14267
4091,4266
4092,31448
4093,33502
4094,22069
4095,1254
4096,1130
4097,1276
4098,6148
4099,33004
4100,17777
4101,8457
4102,2470
4103,10334
4104,2604
4105,962
4106,12679
4107,1080
4108,23251
4109,673
4110,26449
4111,2795
4112,2353
4113,10686
4114,33041
4115,15537
4116,2396
4117,16385
4118,576
4119,115
4120,10076
4121,20377
4122,2169
4123,14617
4124,25681
4125,20507
4126,451
4127,2921
4128,1246
4129,13517
4130,206
4131,23777
4132,3615
4133,2150
4134,613
4135,1685
4136,12131
4137,34299
4138,21507
4139,323
4140,2130
4141,10719
4142,10163
4143,10029
4144,1292
4145,34565
4146,28677
4147,7014
4148,578
4149,17635
4150,2418
4151,31789
4152,322
4153,6046
4154,3931
4155,336
4156,935
4157,7044
4158,10693
4159,447
4160,16049
4161,16904
4162,5690
4163,31368
4164,11341
4165,9751
4166,34984
4167,1047
4168,918
4169,382
4170,4760
4171,16405
4172,2409
4173,10155
4174,1804
4175,10495
4176,33605
4177,32454
4178,6954
4179,31327
4180,1594
4181,2017
4182,17681
4183,711
4184,15771
4185,11285
4186,1719
4187,18247
4188,565
4189,2402
4190,31439
4191,24695
4192,32696
4193,34497
4194,33511
4195,1634
4196,113
4197,23989
4198,32122
4199,31867
4200,1190
4201,15195
4202,664
4203,1592
4204,26453
4205,13917
4206,13145
4207,5719
4208,21755
4209,10695
4210,29787
4211,19469
4212,1048
4213,18619
4214,22859
4215,842
4216,1454
4217,31483
4218,4369
4219,1490
4220,30782
4221,34580
4222,15989
4223,23121
4224,1505
4225,594
4226,19951
4227,1214
4228,3668
4229,14893
4230,1036
4231,146
4232,1373
4233,32615
4234,31592
4235,35413
4236,10521
4237,6064
4238,2158
4239,10526
4240,2751
4241,35224
4242,807
4243,143
4244,29095
4245,3772
4246,32603
4247,10330
4248,21659
4249,17643
4250,20449
4251,7322
4252,12137
4253,17082
4254,30532
4255,404
4256,10336
4257,9941
4258,543
4259,10519
4260,2511
4261,94
4262,15633
4263,21325
4264,22117
4265,33201
4266,12065
4267,2364
4268,10851
4269,13837
4270,31422
4271,16051
4272,30795
4273,468
4274,23587
4275,4009
4276,4975
4277,25015
4278,20785
4279,17831
4280,3072
4281,8407
4282,5233
4283,4618
4284,10897
4285,1669
4286,6098
4287,15807
4288,23775
4289,6479
4290,178
4291,17741
4292,1996
4293,1525
4294,16468
4295,443
4296,33082
4297,493
4298,2685
4299,471
4300,9693
4301,21009
4302,6226
4303,21469
4304,300
4305,184
4306,5723
4307,1195
4308,32902
4309,1527
4310,32681
4311,22583
4312,20709
4313,1859
4314,7468
4315,11077
4316,290
4317,34391
4318,19221
4319,5162
4320,18149
4321,18755
4322,2985
4323,9135
4324,1029
4325,298
4326,9999
4327,486
4328,1425
4329,29785
4330,32900
4331,31827
4332,20871
4333,11773
4334,12549
4335,48
4336,10715
4337,32051
4338,7148
4339,5914
4340,24405
4341,860
4342,15879
4343,1462
4344,5505
4345,269
4346,888
4347,1278
4348,7337
4349,34978
4350,558
4351,7059
4352,20973
4353,966
4354,9433
4355,33023
4356,34016
4357,227
4358,7969
4359,19841
4360,11111
4361,30
4362,24037
4363,4196
4364,8728
4365,1614
4366,1543
4367,32792
4368,21439
4369,34675
4370,25011
4371,13267
4372,3167
4373,1017
4374,11827
4375,3228
4376,13785
4377,1142
4378,28625
4379,5501
4380,13171
